Filename, Records (Actual), Labeled Size, DataType, ParameterSet, Pivot Type, KStop, InsertionSort, Time(nS), Time(uS), Time(mS), Final Check Result, User Generated Data, GaussianSequential, Presorted sample [1:30], Sorted sample [1:30], Path, Full Path
asc50.dat, 50, 50, ASCENDING, QS_1ST_K_50_IS, FIRST_ELEMENT, 50, Yes, 126600, 126, 0.13, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc50.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc50.dat
asc50.dat, 50, 50, ASCENDING, QS_MID_K_1_NO_IS, MEDIAN_OF_THREE, 1, No, 60200, 60, 0.06, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc50.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc50.dat
asc50.dat, 50, 50, ASCENDING, QS_MID_K_1_NO_IS_ALT, MEDIAN_OF_THREE_WITH_SWAPS, 1, No, 61800, 61, 0.06, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc50.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc50.dat
asc50.dat, 50, 50, ASCENDING, QS_MID_WSWAP_K_1_NO_IS, MEDIAN_OF_THREE_ALT, 1, No, 65600, 65, 0.07, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc50.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc50.dat
asc500.dat, 500, 500, ASCENDING, QS_1ST_K_1_NO_IS, FIRST_ELEMENT, 1, No, 213800, 213, 0.21, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc500.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc500.dat
asc500.dat, 500, 500, ASCENDING, QS_1ST_K_100_IS, FIRST_ELEMENT, 100, Yes, 364800, 364, 0.36, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc500.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc500.dat
asc500.dat, 500, 500, ASCENDING, QS_1ST_K_50_IS, FIRST_ELEMENT, 50, Yes, 355600, 355, 0.35, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc500.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc500.dat
asc500.dat, 500, 500, ASCENDING, QS_MID_K_1_NO_IS, MEDIAN_OF_THREE, 1, No, 117900, 117, 0.12, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc500.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc500.dat
asc500.dat, 500, 500, ASCENDING, QS_MID_K_1_NO_IS_ALT, MEDIAN_OF_THREE_WITH_SWAPS, 1, No, 109300, 109, 0.11, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc500.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc500.dat
asc500.dat, 500, 500, ASCENDING, QS_MID_WSWAP_K_1_NO_IS, MEDIAN_OF_THREE_ALT, 1, No, 59300, 59, 0.06, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc500.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc500.dat
asc5K.dat, 5000, 5000, ASCENDING, QS_1ST_K_1_NO_IS, FIRST_ELEMENT, 1, No, 8683000, 8683, 8.68, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc5K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc5K.dat
asc5K.dat, 5000, 5000, ASCENDING, QS_1ST_K_100_IS, FIRST_ELEMENT, 100, Yes, 12369800, 12369, 12.37, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc5K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc5K.dat
asc5K.dat, 5000, 5000, ASCENDING, QS_1ST_K_50_IS, FIRST_ELEMENT, 50, Yes, 10839500, 10839, 10.84, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc5K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc5K.dat
asc5K.dat, 5000, 5000, ASCENDING, QS_MID_K_1_NO_IS, MEDIAN_OF_THREE, 1, No, 316300, 316, 0.32, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc5K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc5K.dat
asc5K.dat, 5000, 5000, ASCENDING, QS_MID_K_1_NO_IS_ALT, MEDIAN_OF_THREE_WITH_SWAPS, 1, No, 555800, 555, 0.56, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc5K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc5K.dat
asc5K.dat, 5000, 5000, ASCENDING, QS_MID_WSWAP_K_1_NO_IS, MEDIAN_OF_THREE_ALT, 1, No, 475400, 475, 0.47, true, false, false,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31,  (0)1 2 3 4 5 (5)6 7 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 22 23 24 25 (25)26 27 28 29 30 (30)31, res\input\asc5K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\asc5K.dat
dup10K.dat, 10000, 10000, DUPLICATE, QS_1ST_K_1_NO_IS, FIRST_ELEMENT, 1, No, 5024400, 5024, 5.02, true, false, false,  (0)2708 806 6250 1818 6882 (5)8345 1210 3424 7786 1103 (10)1268 4675 8891 5514 8072 (15)8816 8892 8503 7900 5681 (20)9234 9836 2915 2218 417 (25)2237 7939 883 736 565 (30)2591,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup10K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup10K.dat
dup10K.dat, 10000, 10000, DUPLICATE, QS_1ST_K_100_IS, FIRST_ELEMENT, 100, Yes, 5453400, 5453, 5.45, true, false, false,  (0)2708 806 6250 1818 6882 (5)8345 1210 3424 7786 1103 (10)1268 4675 8891 5514 8072 (15)8816 8892 8503 7900 5681 (20)9234 9836 2915 2218 417 (25)2237 7939 883 736 565 (30)2591,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup10K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup10K.dat
dup10K.dat, 10000, 10000, DUPLICATE, QS_1ST_K_50_IS, FIRST_ELEMENT, 50, Yes, 4164800, 4164, 4.16, true, false, false,  (0)2708 806 6250 1818 6882 (5)8345 1210 3424 7786 1103 (10)1268 4675 8891 5514 8072 (15)8816 8892 8503 7900 5681 (20)9234 9836 2915 2218 417 (25)2237 7939 883 736 565 (30)2591,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup10K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup10K.dat
dup10K.dat, 10000, 10000, DUPLICATE, QS_MID_K_1_NO_IS, MEDIAN_OF_THREE, 1, No, 5165100, 5165, 5.17, true, false, false,  (0)2708 806 6250 1818 6882 (5)8345 1210 3424 7786 1103 (10)1268 4675 8891 5514 8072 (15)8816 8892 8503 7900 5681 (20)9234 9836 2915 2218 417 (25)2237 7939 883 736 565 (30)2591,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup10K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup10K.dat
dup10K.dat, 10000, 10000, DUPLICATE, QS_MID_K_1_NO_IS_ALT, MEDIAN_OF_THREE_WITH_SWAPS, 1, No, 3283500, 3283, 3.28, true, false, false,  (0)2708 806 6250 1818 6882 (5)8345 1210 3424 7786 1103 (10)1268 4675 8891 5514 8072 (15)8816 8892 8503 7900 5681 (20)9234 9836 2915 2218 417 (25)2237 7939 883 736 565 (30)2591,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup10K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup10K.dat
dup10K.dat, 10000, 10000, DUPLICATE, QS_MID_WSWAP_K_1_NO_IS, MEDIAN_OF_THREE_ALT, 1, No, 3293300, 3293, 3.29, true, false, false,  (0)2708 806 6250 1818 6882 (5)8345 1210 3424 7786 1103 (10)1268 4675 8891 5514 8072 (15)8816 8892 8503 7900 5681 (20)9234 9836 2915 2218 417 (25)2237 7939 883 736 565 (30)2591,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup10K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup10K.dat
dup1K.dat, 1000, 1000, DUPLICATE, QS_1ST_K_1_NO_IS, FIRST_ELEMENT, 1, No, 319800, 319, 0.32, true, false, false,  (0)324 331 616 592 12 (5)515 291 129 560 975 (10)997 73 929 138 421 (15)668 904 643 819 630 (20)106 323 39 147 115 (25)541 102 878 44 278 (30)475,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup1K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup1K.dat
dup1K.dat, 1000, 1000, DUPLICATE, QS_1ST_K_100_IS, FIRST_ELEMENT, 100, Yes, 288800, 288, 0.29, true, false, false,  (0)324 331 616 592 12 (5)515 291 129 560 975 (10)997 73 929 138 421 (15)668 904 643 819 630 (20)106 323 39 147 115 (25)541 102 878 44 278 (30)475,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup1K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup1K.dat
dup1K.dat, 1000, 1000, DUPLICATE, QS_1ST_K_50_IS, FIRST_ELEMENT, 50, Yes, 197400, 197, 0.2, true, false, false,  (0)324 331 616 592 12 (5)515 291 129 560 975 (10)997 73 929 138 421 (15)668 904 643 819 630 (20)106 323 39 147 115 (25)541 102 878 44 278 (30)475,  (0)1 2 3 4 5 (5)6 6 8 9 10 (10)11 12 13 14 15 (15)16 17 18 19 20 (20)21 21 22 24 25 (25)26 27 28 28 29 (30)31, res\input\dup1K.dat, O:\OneDrive\Code\IntelliJ\Timmons\res\input\dup1K.dat
